app,category,rating_raw,n_reviews_store,installs,price_raw,genre,rating_norm,prob_positivo,sentiment_label,score_fuzzy
Grubhub: Food Delivery,FOOD_AND_DRINK,4.5,155944,"5,000,000+",0,Food & Drink,0.875,0.6574670828304552,Positivo,8.6911
Domino's Pizza USA,FOOD_AND_DRINK,4.7,1032935,"10,000,000+",0,Food & Drink,0.925,0.7824573096755474,Positivo,8.8333
Dairy Queen,FOOD_AND_DRINK,3.7,731,"100,000+",0,Food & Drink,0.675,0.6972295283144772,Positivo,8.7199
Healthy Recipes Free,FOOD_AND_DRINK,4.0,1077,"100,000+",0,Food & Drink,0.75,0.837684849975351,Positivo,8.8333
Cookbook Recipes,FOOD_AND_DRINK,4.1,46539,"5,000,000+",0,Food & Drink,0.7749999999999999,0.8919649470176796,Positivo,8.8333
Easy Healthy Recipes,FOOD_AND_DRINK,4.1,278,"50,000+",0,Food & Drink,0.7749999999999999,0.8924372716014525,Positivo,8.8333
Allrecipes Dinner Spinner,FOOD_AND_DRINK,4.5,61881,"5,000,000+",0,Food & Drink,0.875,0.7484601191606529,Positivo,8.8312
Cookpad,FOOD_AND_DRINK,4.5,131569,"10,000,000+",0,Food & Drink,0.875,0.8064361546435439,Positivo,8.8333
"BigOven Recipes, Meal Planner, Grocery List & More",FOOD_AND_DRINK,4.3,31986,"1,000,000+",0,Food & Drink,0.825,0.8608295141935853,Positivo,8.8333
Foursquare City Guide,FOOD_AND_DRINK,4.1,483960,"10,000,000+",0,Food & Drink,0.7749999999999999,0.7184509288878088,Positivo,8.7878
Eat24 Food Delivery & Takeout,FOOD_AND_DRINK,4.3,40116,"1,000,000+",0,Food & Drink,0.825,0.7103203589509366,Positivo,8.7755
BeyondMenu Food Delivery,FOOD_AND_DRINK,4.7,51517,"1,000,000+",0,Food & Drink,0.925,0.8786252363191369,Positivo,8.8333
EatStreet Food Delivery App,FOOD_AND_DRINK,4.6,7690,"100,000+",0,Food & Drink,0.8999999999999999,0.8498924011702937,Positivo,8.8333
Caviar - Food Delivery,FOOD_AND_DRINK,4.2,3755,"100,000+",0,Food & Drink,0.8,0.7005118286775404,Positivo,8.7604
DoorDash - Food Delivery,FOOD_AND_DRINK,4.5,104504,"1,000,000+",0,Food & Drink,0.875,0.5917089536509513,Positivo,7.2835
Home Workout - No Equipment,HEALTH_AND_FITNESS,4.8,428156,"10,000,000+",0,Health & Fitness,0.95,0.8597120856906527,Positivo,8.8333
30 Day Fitness Challenge - Workout at Home,HEALTH_AND_FITNESS,4.8,471036,"10,000,000+",0,Health & Fitness,0.95,0.877001844477643,Positivo,8.8333
Home Workout for Men - Bodybuilding,HEALTH_AND_FITNESS,4.8,12705,"1,000,000+",0,Health & Fitness,0.95,0.9145847986674771,Positivo,8.8333
Fat Burning Workout - Home Weight lose,HEALTH_AND_FITNESS,4.5,706,"100,000+",0,Health & Fitness,0.875,0.733891611728476,Positivo,8.8105
Fitbit,HEALTH_AND_FITNESS,3.9,357417,"10,000,000+",0,Health & Fitness,0.725,0.8312337804817663,Positivo,8.7975
Cycling - Bike Tracker,HEALTH_AND_FITNESS,4.5,9116,"500,000+",0,Health & Fitness,0.875,0.8375150949134548,Positivo,8.8333
Abs Training-Burn belly fat,HEALTH_AND_FITNESS,4.7,2071,"100,000+",0,Health & Fitness,0.925,0.767379951888556,Positivo,8.8333
Calorie Counter - EasyFit free,HEALTH_AND_FITNESS,4.7,50294,"1,000,000+",0,Health & Fitness,0.925,0.8991853488030923,Positivo,8.8333
Garmin Connect™,HEALTH_AND_FITNESS,3.9,232153,"10,000,000+",0,Health & Fitness,0.725,0.7184410311276038,Positivo,8.7877
BetterMe: Weight Loss Workouts,HEALTH_AND_FITNESS,4.2,14709,"5,000,000+",0,Health & Fitness,0.8,0.8048117647064261,Positivo,8.8333
Bike Computer - GPS Cycling Tracker,HEALTH_AND_FITNESS,4.4,12029,"1,000,000+",0,Health & Fitness,0.8500000000000001,0.739081468745552,Positivo,8.818
Calorie Counter - MyFitnessPal,HEALTH_AND_FITNESS,4.6,1873516,"50,000,000+",0,Health & Fitness,0.8999999999999999,0.6989642272120993,Positivo,8.758
8fit Workouts & Meal Planner,HEALTH_AND_FITNESS,4.6,115721,"10,000,000+",0,Health & Fitness,0.8999999999999999,0.801718623801319,Positivo,8.8333
Couch to 10K Running Trainer,HEALTH_AND_FITNESS,4.6,10445,"500,000+",0,Health & Fitness,0.8999999999999999,0.8243688940766095,Positivo,8.8333
"Home workouts - fat burning, abs, legs, arms,chest",HEALTH_AND_FITNESS,4.3,4848,"1,000,000+",0,Health & Fitness,0.825,0.8998995087389525,Positivo,8.8333
"Fabulous: Motivate Me! Meditate, Relax, Sleep",HEALTH_AND_FITNESS,4.6,205299,"5,000,000+",0,Health & Fitness,0.8999999999999999,0.8371805519704371,Positivo,8.8333
7 Minute Workout,HEALTH_AND_FITNESS,4.5,399009,"10,000,000+",0,Health & Fitness,0.875,0.9086807367608407,Positivo,8.8333
Freeletics: Personal Trainer & Fitness Workouts,HEALTH_AND_FITNESS,4.5,130104,"10,000,000+",0,Health & Fitness,0.875,0.6600033713030844,Positivo,8.6953
Google Fit - Fitness Tracking,HEALTH_AND_FITNESS,3.9,249855,"10,000,000+",0,Health & Fitness,0.725,0.700076030702833,Positivo,8.7597
Daily Yoga - Yoga Fitness Plans,HEALTH_AND_FITNESS,4.4,70769,"5,000,000+",0,Health & Fitness,0.8500000000000001,0.861784885374094,Positivo,8.8333
Down Dog: Great Yoga Anywhere,HEALTH_AND_FITNESS,4.9,28945,"500,000+",0,Health & Fitness,0.9750000000000001,0.9228621479149883,Positivo,8.8333
21-Day Meditation Experience,HEALTH_AND_FITNESS,4.4,11506,"100,000+",0,Health & Fitness,0.8500000000000001,0.7898149797947674,Positivo,8.8333
"Calm - Meditate, Sleep, Relax",HEALTH_AND_FITNESS,4.6,111450,"5,000,000+",0,Health & Fitness,0.8999999999999999,0.8142661446350673,Positivo,8.8333
Headspace: Meditation & Mindfulness,HEALTH_AND_FITNESS,4.6,77563,"10,000,000+",0,Health & Fitness,0.8999999999999999,0.7365520425070141,Positivo,8.8143
"Eve Period Tracker - Love, Sex & Relationships App",HEALTH_AND_FITNESS,4.6,20326,"1,000,000+",0,Health & Fitness,0.8999999999999999,0.8794153654711064,Positivo,8.8333
Couch to 5K by RunDouble,HEALTH_AND_FITNESS,4.7,15674,"1,000,000+",0,Health & Fitness,0.925,0.7563420377033038,Positivo,8.8333
Fooducate Healthy Weight Loss & Calorie Counter,HEALTH_AND_FITNESS,4.4,14402,"1,000,000+",0,Health & Fitness,0.8500000000000001,0.8694266787465544,Positivo,8.8333
Calorie Counter - MyNetDiary,HEALTH_AND_FITNESS,4.5,27439,"1,000,000+",0,Health & Fitness,0.875,0.8736544574653676,Positivo,8.8333
10 Best Foods for You,HEALTH_AND_FITNESS,4.0,2490,"500,000+",0,Health & Fitness,0.75,0.8549546953319834,Positivo,8.8333
Calorie Counter - Macros,HEALTH_AND_FITNESS,4.0,3061,"100,000+",0,Health & Fitness,0.75,0.8379536536112373,Positivo,8.8333
Health and Nutrition Guide,HEALTH_AND_FITNESS,4.3,7895,"500,000+",0,Health & Fitness,0.825,0.8245064970708648,Positivo,8.8333
Calorie Counter & Diet Tracker,HEALTH_AND_FITNESS,4.5,32606,"1,000,000+",0,Health & Fitness,0.875,0.8105710144965518,Positivo,8.8333
Food Calorie Calculator,HEALTH_AND_FITNESS,4.2,1324,"100,000+",0,Health & Fitness,0.8,0.6307034718864207,Positivo,8.1583
Eat Fit - Diet and Health Free,HEALTH_AND_FITNESS,4.1,2469,"100,000+",0,Health & Fitness,0.7749999999999999,0.7260005615645096,Positivo,8.799
Happify,HEALTH_AND_FITNESS,3.7,1812,"100,000+",0,Health & Fitness,0.675,0.8133199177046162,Positivo,8.7199
Binaural Beats Therapy,HEALTH_AND_FITNESS,4.3,13724,"1,000,000+",0,Health & Fitness,0.825,0.7599209663915975,Positivo,8.8333
Brain Waves - Binaural Beats,HEALTH_AND_FITNESS,4.4,5038,"500,000+",0,Health & Fitness,0.8500000000000001,0.7132657083175393,Positivo,8.78
7 Cups: Anxiety & Stress Chat,HEALTH_AND_FITNESS,4.2,13799,"500,000+",0,Health & Fitness,0.8,0.8141918850730278,Positivo,8.8333
Apartments & Rentals - Zillow,HOUSE_AND_HOME,4.2,27386,"1,000,000+",0,House & Home,0.8,0.7956036297602583,Positivo,8.8333
"Homes.com 🏠 For Sale, Rent",HOUSE_AND_HOME,4.0,6000,"1,000,000+",0,House & Home,0.75,0.6996794235139213,Positivo,8.7591
"Apartment List: Housing, Apt, and Property Rentals",HOUSE_AND_HOME,4.5,8481,"1,000,000+",0,House & Home,0.875,0.8525580843013509,Positivo,8.8333
Gold Butterfly Keyboard Theme,HOUSE_AND_HOME,4.3,10054,"1,000,000+",0,House & Home,0.825,0.8274579032245821,Positivo,8.8333
"Apartment, Home Rental Search: Realtor.com Rentals",HOUSE_AND_HOME,3.9,10117,"1,000,000+",0,House & Home,0.725,0.6154891683438379,Positivo,7.7926
DIY On A Budget,HOUSE_AND_HOME,4.7,114,"10,000+",0,House & Home,0.925,0.8151301343616628,Positivo,8.8333
Free Foreclosure Real Estate Search by USHUD.com,HOUSE_AND_HOME,3.4,287,"100,000+",0,House & Home,0.6,0.49538608260330796,Positivo,5.8596
Home Security Camera WardenCam - reuse old phones,HOUSE_AND_HOME,4.3,43800,"1,000,000+",0,House & Home,0.825,0.7046914085995837,Positivo,8.7669
Apartments.com Rental Search,HOUSE_AND_HOME,4.3,22584,"1,000,000+",0,House & Home,0.825,0.6009419421086648,Positivo,7.4721
Alfred Home Security Camera,HOUSE_AND_HOME,4.5,103305,"5,000,000+",0,House & Home,0.875,0.7368934314745064,Positivo,8.8148
Home Decor Showpiece Art making: Medium Difficulty,HOUSE_AND_HOME,4.3,273,"50,000+",0,House & Home,0.825,0.7388139789944098,Positivo,8.8176
ColorSnap® Visualizer,HOUSE_AND_HOME,3.4,3280,"1,000,000+",0,House & Home,0.6,0.5694954358861827,Positivo,6.3645
Bathroom Decorating Ideas,HOUSE_AND_HOME,4.1,2427,"500,000+",0,House & Home,0.7749999999999999,0.731176448715381,Positivo,8.8066
Homesnap Real Estate & Rentals,HOUSE_AND_HOME,4.3,3834,"500,000+",0,House & Home,0.825,0.74917632079482,Positivo,8.8322
Aviary Effects: Classic,LIBRARIES_AND_DEMO,3.8,67007,"5,000,000+",0,Libraries & Demo,0.7,0.6855848251801451,Positivo,8.7369
Chakra Cleansing,LIBRARIES_AND_DEMO,4.6,539,"50,000+",0,Libraries & Demo,0.8999999999999999,0.8563566881543802,Positivo,8.8333
Aviary Stickers: Free Pack,LIBRARIES_AND_DEMO,3.5,126862,"10,000,000+",0,Libraries & Demo,0.625,0.7094586928075827,Positivo,8.0171
Binaural Beats Meditation,LIBRARIES_AND_DEMO,4.3,411,"50,000+",0,Libraries & Demo,0.825,0.8080930450569055,Positivo,8.8333
Essential Resources,LIBRARIES_AND_DEMO,4.6,237,"50,000+",0,Libraries & Demo,0.8999999999999999,0.7690684117590167,Positivo,8.8333
Apk Installer,LIBRARIES_AND_DEMO,3.8,7750,"1,000,000+",0,Libraries & Demo,0.7,0.5472569475170656,Positivo,6.5
Cool Popular Ringtones 2018 🔥,LIBRARIES_AND_DEMO,4.5,60170,"1,000,000+",0,Libraries & Demo,0.875,0.7025937158160297,Positivo,8.7636
Barcode Scanner,LIBRARIES_AND_DEMO,4.2,3945,"500,000+",0,Libraries & Demo,0.8,0.795211525479113,Positivo,8.8333
EyeCloud,LIBRARIES_AND_DEMO,3.1,1267,"100,000+",0,Libraries & Demo,0.525,0.5554820617042323,Positivo,5.118
Easy Hair Style Design,LIFESTYLE,4.3,601,"100,000+",0,Lifestyle,0.825,0.8265171773254009,Positivo,8.8333
Easy Makeup Tutorials,LIFESTYLE,4.3,7287,"1,000,000+",0,Lifestyle,0.825,0.7357271928640262,Positivo,8.8131
Horoscopes – Daily Zodiac Horoscope and Astrology,LIFESTYLE,4.6,161143,"10,000,000+",0,Lifestyle,0.8999999999999999,0.7441959335296408,Positivo,8.8252
Entel,LIFESTYLE,3.2,16168,"1,000,000+",0,Lifestyle,0.55,0.5341990947561351,Positivo,5.0
Diary with lock,LIFESTYLE,4.6,815893,"10,000,000+",0,Lifestyle,0.8999999999999999,0.8490600402656036,Positivo,8.8333
FOSSIL Q: DESIGN YOUR DIAL,LIFESTYLE,4.3,985,"500,000+",0,Lifestyle,0.825,0.663477373975977,Positivo,8.701
Family Locator - GPS Tracker,LIFESTYLE,4.4,726074,"10,000,000+",0,Lifestyle,0.8500000000000001,0.828150789206835,Positivo,8.8333
HTC Speak,LIFESTYLE,3.5,6145,"10,000,000+",0,Lifestyle,0.625,0.5202173275978662,Positivo,6.1976
H&M,LIFESTYLE,3.7,41941,"10,000,000+",0,Lifestyle,0.675,0.5734145734664414,Positivo,6.9333
Anime Avatar Creator: Make Your Own Avatar,LIFESTYLE,4.2,10944,"1,000,000+",0,Lifestyle,0.8,0.7484465390802051,Positivo,8.8312
Beautiful Design Birthday Cake,LIFESTYLE,4.3,665,"500,000+",0,Lifestyle,0.825,0.7434788696031479,Positivo,8.8242
H Pack,LIFESTYLE,4.3,9412,"1,000,000+",0,Lifestyle,0.825,0.6635925245505689,Positivo,8.7012
Fashion in Vogue,LIFESTYLE,3.8,1797,"100,000+",0,Lifestyle,0.7,0.4952799714309225,Positivo,6.5
Big Days - Events Countdown,LIFESTYLE,4.6,39724,"1,000,000+",0,Lifestyle,0.8999999999999999,0.7536532482533173,Positivo,8.8333
DIY Garden Ideas,LIFESTYLE,4.1,3309,"500,000+",0,Lifestyle,0.7749999999999999,0.8403814832676684,Positivo,8.8333
Brit + Co,LIFESTYLE,3.9,987,"10,000+",0,Lifestyle,0.725,0.652322199228532,Positivo,8.6825
Homestyler Interior Design & Decorating Ideas,LIFESTYLE,4.1,78298,"5,000,000+",0,Lifestyle,0.7749999999999999,0.6740563437913398,Positivo,8.7184
Etta Homes,LIFESTYLE,4.2,220,"50,000+",0,Lifestyle,0.8,0.7816570939882963,Positivo,8.8333
Home Scouting® MLS Mobile,LIFESTYLE,4.3,1533,"100,000+",0,Lifestyle,0.825,0.5394263754746155,Positivo,6.5
Housing-Real Estate & Property,LIFESTYLE,4.1,28301,"1,000,000+",0,Lifestyle,0.7749999999999999,0.4882070169546794,Positivo,6.5
7 Day Food Journal Challenge,LIFESTYLE,4.5,3346,"100,000+",0,Lifestyle,0.875,0.7916472732457789,Positivo,8.8333
Candy Crush Saga,GAME,4.4,22426677,"500,000,000+",0,Casual,0.8500000000000001,0.40012921997720885,Negativo,5.1815
Bubble Shooter,GAME,4.5,148897,"10,000,000+",0,Casual,0.875,0.7367773323437148,Positivo,8.8147
Hello Kitty Nail Salon,GAME,4.2,369203,"50,000,000+",0,Casual;Pretend Play,0.8,0.579025899608921,Positivo,7.0384
Clash Royale,GAME,4.6,23133508,"100,000,000+",0,Strategy,0.8999999999999999,0.6027497494200249,Positivo,7.5104
Helix Jump,GAME,4.2,1497361,"100,000,000+",0,Action,0.8,0.5971995687920157,Positivo,7.3944
Block Puzzle,GAME,4.6,59800,"5,000,000+",0,Puzzle,0.8999999999999999,0.6184411344273218,Positivo,7.8609
Angry Birds Rio,GAME,4.4,2610526,"100,000,000+",0,Arcade,0.8500000000000001,0.5470082998485889,Positivo,6.5
Candy Crush Soda Saga,GAME,4.4,6198563,"100,000,000+",0,Casual,0.8500000000000001,0.3977313402579704,Negativo,5.1224
Clash of Clans,GAME,4.6,44891723,"100,000,000+",0,Strategy,0.8999999999999999,0.6728120058398299,Positivo,8.7164
Block Puzzle Classic Legend !,GAME,4.2,17039,"5,000,000+",0,Puzzle,0.8,0.6988746263032846,Positivo,8.7579
8 Ball Pool,GAME,4.5,14198297,"100,000,000+",0,Sports,0.875,0.463936173882798,Positivo,6.5
Bubble Witch 3 Saga,GAME,4.7,1732263,"50,000,000+",0,Puzzle,0.925,0.6166178636043974,Positivo,7.8186
Granny,GAME,4.5,1135631,"50,000,000+",0,Arcade,0.875,0.7009011065298829,Positivo,8.761
Angry Birds Classic,GAME,4.4,5566669,"100,000,000+",0,Arcade,0.8500000000000001,0.39482611828465647,Negativo,5.0499
Flow Free,GAME,4.3,1295557,"100,000,000+",0,Puzzle,0.825,0.6454617455236634,Positivo,8.5496
Fishdom,GAME,4.6,2157930,"10,000,000+",0,Puzzle,0.8999999999999999,0.600998791926276,Positivo,7.4733
Galaxy Attack: Alien Shooter,GAME,4.6,506275,"10,000,000+",0,Arcade,0.8999999999999999,0.6587362311222565,Positivo,8.6932
Bubble Shooter 2,GAME,4.3,23005,"5,000,000+",0,Arcade,0.825,0.7906764435851497,Positivo,8.8333
Barbie™ Fashion Closet,GAME,4.1,68057,"10,000,000+",0,Casual;Creativity,0.7749999999999999,0.6293477377275694,Positivo,8.1243
Candy Crush Jelly Saga,GAME,4.3,1300490,"50,000,000+",0,Puzzle,0.825,0.42197538788638034,Negativo,5.7103
Hill Climb Racing,GAME,4.4,8923587,"100,000,000+",0,Racing,0.8500000000000001,0.6424910740462887,Positivo,8.4676
Gardenscapes,GAME,4.6,4128732,"50,000,000+",0,Casual,0.8999999999999999,0.5027650851582867,Positivo,6.5
Farm Heroes Saga,GAME,4.4,7614130,"100,000,000+",0,Casual,0.8500000000000001,0.5022296929301008,Positivo,6.5
Cut the Rope FULL FREE,GAME,4.4,2123381,"100,000,000+",0,Puzzle,0.8500000000000001,0.6241726055726123,Positivo,7.9971
Cooking Fever,GAME,4.5,3197865,"100,000,000+",0,Arcade,0.875,0.481922463261013,Negativo,6.5
Garena Free Fire,GAME,4.5,5465624,"100,000,000+",0,Action,0.875,0.5723795009271048,Positivo,6.9141
Bowmasters,GAME,4.7,1534466,"50,000,000+",0,Action,0.925,0.5733744648085837,Positivo,6.9326
Dream League Soccer 2018,GAME,4.6,9882639,"100,000,000+",0,Sports,0.8999999999999999,0.5727478786596094,Positivo,6.9209
Fruits Bomb,GAME,4.4,74673,"10,000,000+",0,Casual,0.8500000000000001,0.7963055287101133,Positivo,8.8333
Hill Climb Racing 2,GAME,4.6,2750410,"100,000,000+",0,Racing,0.8999999999999999,0.6863908205299676,Positivo,8.7382
Farm Fruit Pop: Party Time,GAME,4.4,9305,"1,000,000+",0,Casual,0.8500000000000001,0.7106795170481962,Positivo,8.776
Color by Number – New Coloring Book,GAME,4.7,141529,"5,000,000+",0,Board,0.925,0.7389405499195095,Positivo,8.8178
Color Road,GAME,4.1,84911,"10,000,000+",0,Arcade,0.7749999999999999,0.41740697406607064,Negativo,5.5984
Baseball Boy!,GAME,3.4,148177,"10,000,000+",0,Arcade,0.6,0.5008494092328326,Positivo,5.8596
Episode - Choose Your Story,GAME,4.3,1841061,"50,000,000+",0,Simulation,0.825,0.601697099818436,Positivo,7.488
Hello Stars,GAME,4.6,101686,"10,000,000+",0,Puzzle,0.8999999999999999,0.6956341148003766,Positivo,8.7528
Flip the Gun - Simulator Game,GAME,4.2,195558,"10,000,000+",0,Arcade,0.8,0.49751816578217356,Positivo,6.5
Harry Potter: Hogwarts Mystery,GAME,4.4,1107310,"10,000,000+",0,Adventure,0.8500000000000001,0.6667365766001966,Positivo,8.7064
Grim Soul: Dark Fantasy Survival,GAME,4.5,189773,"5,000,000+",0,Role Playing,0.875,0.6852754012078516,Positivo,8.7364
DRAGON BALL LEGENDS,GAME,4.6,337752,"5,000,000+",0,Action,0.8999999999999999,0.7000099799818379,Positivo,8.7596
Homescapes,GAME,4.6,3093358,"10,000,000+",0,Casual,0.8999999999999999,0.518593292093839,Positivo,6.5
Hero Hunters,GAME,4.4,70747,"5,000,000+",0,Action,0.8500000000000001,0.5887335445498678,Positivo,7.2248
Cooking Madness - A Chef's Restaurant Games,GAME,4.7,358817,"10,000,000+",0,Arcade,0.925,0.5583544359503413,Positivo,6.6553
Dino War: Rise of Beasts,GAME,4.1,18996,"1,000,000+",0,Strategy,0.7749999999999999,0.6245444680904797,Positivo,8.0061
Guns of Glory,GAME,4.0,120592,"10,000,000+",0,Strategy,0.75,0.47293700102352154,Negativo,6.5
Final Fantasy XV: A New Empire,GAME,4.0,484981,"10,000,000+",0,Strategy,0.75,0.45532212960228213,Negativo,6.5
Chapters: Interactive Stories,GAME,4.5,73539,"1,000,000+",0,Role Playing,0.875,0.7410807745320668,Positivo,8.8208
Honkai Impact 3rd,GAME,4.7,59017,"1,000,000+",0,Action,0.925,0.7170179741712476,Positivo,8.7856
Farming Simulator 18,GAME,4.5,18125,"100,000+",$4.99,Simulation;Education,0.875,0.5827531598279277,Positivo,7.1091
Call of Duty:Black Ops Zombies,GAME,4.2,13004,"100,000+",$6.99,Action,0.8,0.2817855762199937,Negativo,3.5
Angry Birds 2,GAME,4.6,3883589,"100,000,000+",0,Casual,0.8999999999999999,0.45773720365989423,Negativo,6.5
Fallout Shelter,GAME,4.6,2719142,"10,000,000+",0,Simulation,0.8999999999999999,0.8399043953258963,Positivo,8.8333
Choices: Stories You Play,GAME,4.6,807338,"10,000,000+",0,Simulation,0.8999999999999999,0.6161085854638778,Positivo,7.8069
Game of Thrones: Conquest™,GAME,4.0,90218,"1,000,000+",0,Strategy,0.75,0.6913259168293854,Positivo,8.746
FINAL FANTASY BRAVE EXVIUS,GAME,4.6,745684,"5,000,000+",0,Role Playing,0.8999999999999999,0.6526180329047613,Positivo,8.683
Fate/Grand Order (English),GAME,4.4,16601,"500,000+",0,Role Playing,0.8500000000000001,0.6208356532150087,Positivo,7.9172
Dungeon Hunter Champions: Epic Online Action RPG,GAME,4.2,26247,"1,000,000+",0,Role Playing,0.8,0.5824178678043095,Positivo,7.1027
Doodle Jump,GAME,4.3,1083571,"50,000,000+",0,Arcade,0.825,0.6998659234081649,Positivo,8.7594
Crossy Road,GAME,4.5,4230886,"100,000,000+",0,Action,0.875,0.7948104840256354,Positivo,8.8333
Dude Perfect 2,GAME,4.5,401425,"10,000,000+",0,Action,0.875,0.6829768515352661,Positivo,8.7328
Alto's Adventure,GAME,4.6,515657,"10,000,000+",0,Action,0.8999999999999999,0.6392753850470285,Positivo,8.3807
DEER HUNTER 2018,GAME,4.3,955656,"10,000,000+",0,Action,0.825,0.3937479730874535,Positivo,5.0227
DEAD TARGET: FPS Zombie Apocalypse Survival Games,GAME,4.5,1468591,"50,000,000+",0,Action,0.875,0.6423595479636999,Positivo,8.464
Anger of stick 5 : zombie,GAME,4.5,549039,"50,000,000+",0,Action,0.875,0.828197362079541,Positivo,8.8333
CATS: Crash Arena Turbo Stars,GAME,4.7,1559650,"50,000,000+",0,Action,0.925,0.5862150543473722,Positivo,7.1757
DINO HUNTER: DEADLY SHORES,GAME,4.4,1381820,"10,000,000+",0,Action,0.8500000000000001,0.6017743540940504,Positivo,7.4897
Extreme Match,GAME,4.5,696,"100,000+",0,Action,0.875,0.7284253812491139,Positivo,8.8025
Agar.io,GAME,4.2,3816799,"100,000,000+",0,Action,0.8,0.5066909790094247,Positivo,6.5
Battlelands Royale,GAME,4.4,105620,"1,000,000+",0,Action,0.8500000000000001,0.6547891832790534,Positivo,8.6866
Arrow.io,GAME,4.5,343263,"10,000,000+",0,Action,0.875,0.6329057200107411,Positivo,8.2142
BEYBLADE BURST app,GAME,4.5,216849,"10,000,000+",0,Action;Action & Adventure,0.875,0.5341562203983362,Positivo,6.5
Dragon Hills,GAME,4.5,354373,"10,000,000+",0,Action,0.875,0.6980418867362721,Positivo,8.7566
DC Super Hero Girls™,GAME,4.3,43055,"5,000,000+",0,Action;Action & Adventure,0.825,0.8622917763104858,Positivo,8.8333
Dinosaur Simulator: Dino World,GAME,4.0,26649,"5,000,000+",0,Action,0.75,0.6013329314950899,Positivo,7.4803
GUNSHIP BATTLE: Helicopter 3D,GAME,4.3,2151039,"50,000,000+",0,Action,0.825,0.597686173211214,Positivo,7.4044
Bubble Shooter Genies,GAME,4.5,26985,"5,000,000+",0,Casual,0.875,0.6396413481779768,Positivo,8.3905
Blossom Blast Saga,GAME,4.5,1125438,"10,000,000+",0,Casual,0.875,0.5442641524341226,Positivo,6.5
Candy Bomb,GAME,4.4,42145,"10,000,000+",0,Casual;Brain Games,0.8500000000000001,0.8364809825832012,Positivo,8.8333
Gems or jewels ?,GAME,4.7,171448,"10,000,000+",0,Puzzle,0.925,0.7369787030436871,Positivo,8.8149
Bubble Shooter Space,GAME,4.2,4355,"1,000,000+",0,Casual,0.8,0.7035062898398367,Positivo,8.765
1LINE – One Line with One Touch,GAME,4.6,214878,"10,000,000+",0,Board,0.8999999999999999,0.7871694241104771,Positivo,8.8333
Dog Run - Pet Dog Simulator,GAME,4.7,48615,"10,000,000+",0,Simulation;Action & Adventure,0.925,0.760696714808344,Positivo,8.8333
Coloring & Learn,FAMILY,4.4,12753,"5,000,000+",0,Educational;Creativity,0.8500000000000001,0.8528452632326107,Positivo,8.8333
Educational Games 4 Kids,FAMILY,4.3,11618,"5,000,000+",0,Educational;Education,0.825,0.8108438297446842,Positivo,8.8333
Candy Pop Story,FAMILY,4.7,12948,"1,000,000+",0,Casual;Brain Games,0.925,0.6661629777565727,Positivo,8.7055
Candy Smash,FAMILY,4.5,11436,"1,000,000+",0,Casual;Brain Games,0.875,0.7363540215139112,Positivo,8.814
Happy Fruits Bomb - Cube Blast,FAMILY,4.5,2150,"500,000+",0,Casual;Brain Games,0.875,0.6170351186059199,Positivo,7.8282
Baby Panda Care,FAMILY,4.2,108795,"10,000,000+",0,Educational;Pretend Play,0.8,0.7314056181462177,Positivo,8.8069
Baby puzzles,FAMILY,4.3,11950,"5,000,000+",0,Educational;Education,0.825,0.6503802409975745,Positivo,8.6792
Garden Fruit Legend,FAMILY,4.6,4289,"500,000+",0,Casual;Brain Games,0.8999999999999999,0.7718305725676398,Positivo,8.8333
Candy Day,FAMILY,4.5,11716,"1,000,000+",0,Casual;Brain Games,0.875,0.7491958944449774,Positivo,8.8322
ABC Kids - Tracing & Phonics,FAMILY,4.5,36606,"10,000,000+",0,Educational;Education,0.875,0.8609514777274763,Positivo,8.8333
Barbie Magical Fashion,FAMILY,4.0,328619,"10,000,000+",0,Casual;Creativity,0.75,0.6717064886682071,Positivo,8.7146
Farming Simulator 14,FAMILY,4.5,530854,"10,000,000+",0,Simulation;Action & Adventure,0.875,0.7079862699631212,Positivo,8.7719
Educational Games for Kids,FAMILY,4.5,7050,"1,000,000+",0,Educational;Education,0.875,0.8693537244254563,Positivo,8.8333
Hot Wheels: Race Off,FAMILY,4.5,520609,"10,000,000+",0,Racing;Action & Adventure,0.875,0.6462931456778034,Positivo,8.5729
Baby Tiger Care - My Cute Virtual Pet Friend,FAMILY,4.5,432,"100,000+",0,Educational;Education,0.875,0.7717611874390444,Positivo,8.8333
DisneyNOW – TV Shows & Games,FAMILY,4.3,82471,"5,000,000+",0,Entertainment;Music & Video,0.825,0.651026594511811,Positivo,8.6803
Baby Panda’s Juice Shop,FAMILY,4.5,19230,"5,000,000+",0,Educational;Brain Games,0.875,0.8412513285522332,Positivo,8.8333
Dr. Panda Restaurant 3,FAMILY,4.2,11126,"1,000,000+",0,Educational;Pretend Play,0.8,0.6489129923499337,Positivo,8.6473
Baby ABC in box! Kids alphabet games for toddlers!,FAMILY,4.6,9652,"1,000,000+",0,Educational;Education,0.8999999999999999,0.8020326680666231,Positivo,8.8333
Happy Street,FAMILY,4.5,110877,"1,000,000+",0,Casual;Action & Adventure,0.875,0.6092793456744658,Positivo,7.6526
Dr. Panda Town: Vacation,FAMILY,3.8,10366,"1,000,000+",0,Education;Pretend Play,0.7,0.6347353353712659,Positivo,8.2613
